"id","text","tweet_url","language","type","author_name","author_username","view_count","bookmark_count","favorite_count","retweet_count","reply_count","quote_count","created_at","source","hashtags","urls","media_type","media_urls"
"1910595032857366977","USD1 supply on @BNBChain surpasses $100M.

""USD1 stablecoin"", launched by @worldlibertyfi has reached $103.48M MCap on #BNB Chain.

BNB Chain is unstoppable!💪 https://t.co/KPARcWHbhC","https://x.com/cz_binance/status/1910595032857366977","en","Retweet","Elja","Eljaboom","166413","7","630","119","143","3","2025-04-11 00:25:27","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BNB","","photo","https://pbs.twimg.com/media/GoPMDbybkAA15a9.jpg"
"1910588384168255829","Multiple people have told me again WSJ is writing another baseless hit piece about me. 4 😂","https://x.com/cz_binance/status/1910588384168255829","en","Tweet","CZ 🔶 BNB","cz_binance","576710","64","3545","305","1076","70","2025-04-10 23:59:02","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1910243962268328207","$BTC and altcoin spot trading volume has declined as crypto prices entered into correction mode in the last two months, with @binance emerging as the preferred avenue for traders, according to analysis from CryptoQuant. By @shauryamalwa.

https://t.co/Wgjr1XvkbN","https://x.com/cz_binance/status/1910243962268328207","en","Retweet","CoinDesk","CoinDesk","156513","8","362","98","125","8","2025-04-10 01:10:25","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","","https://trib.al/sJu7l5Q","",""
"1910183271553499385","Step by step.","https://x.com/cz_binance/status/1910183271553499385","en","Tweet","CZ 🔶 BNB","cz_binance","430034","73","4064","506","691","31","2025-04-09 21:09:16","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1910180060939559041","🇵🇰Pakistan is considering using its surplus electricity to support Bitcoin mining operations.

-  Reuters report https://t.co/EBPXO6xTr3","https://x.com/cz_binance/status/1910180060939559041","en","Quoted","Kashif Raza","simplykashif","458390","15","719","85","81","23","2025-04-09 20:56:30","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/GoJSojmXcAA5fe7.png"
"1910179669392994715","https://t.co/Ot1wDyum3X","https://x.com/cz_binance/status/1910179669392994715","zxx","Tweet","CZ 🔶 BNB","cz_binance","254502","33","679","103","303","14","2025-04-09 20:54:57","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://foresightnews.pro/article/detail/82114","",""
"1910037605149704260","We are in it for the tech, right?😆","https://x.com/cz_binance/status/1910037605149704260","en","Tweet","CZ 🔶 BNB","cz_binance","980756","187","12911","1012","2939","252","2025-04-09 11:30:26","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1910025875157811376","It was a good meeting. We probably talked more about education than crypto. I got too excited. But we did talk about crypto.🙂","https://x.com/cz_binance/status/1910025875157811376","en","Tweet","CZ 🔶 BNB","cz_binance","536180","105","5395","630","723","49","2025-04-09 10:43:49","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1909986234870407514","#Binance Founder @cz_binance met with Former Prime Minister of Pakistan Nawaz Sharif.

🇵🇰 💪 https://t.co/WnwhFeScPl","https://x.com/cz_binance/status/1909986234870407514","en","Quoted","Umair Nauman","UmairNauman_","555532","14","1093","85","83","17","2025-04-09 08:06:18","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Binance","","photo","https://pbs.twimg.com/media/GoGiViPXoAArmOj.jpg"
"1910024354269942038","Deputy Prime Minister/Foreign Minister, Senator Mohammad Ishaq Dar @MIshaqDar50 held a meeting with Mr. Changpeng Zhao @cz_binance and his team, which was also attended by CEO of Pakistan Crypto Council, Bilal bin Saqib @Bilalbinsaqib and other government officials .

DPM/FM underscored the government’s desire in developing sound regulatory framework for crypto and blockchain mechanisms in Pakistan.

Mr. Zhao expressed his strong commitment to addressing the challenge of out-of-school children through digital education platforms which was welcomed by DPM/FM and his team. 

DPM/FM further highlighted the government’s focus on advancing pragmatic, forward-looking policies aimed at fostering a robust digital economy in Pakistan.","https://x.com/cz_binance/status/1910024354269942038","en","Retweet","Ministry of Foreign Affairs - Pakistan","ForeignOfficePk","153499","18","732","129","96","8","2025-04-09 10:37:47","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo, video","https://pbs.twimg.com/media/GoHDaLvXkAAbrg-.jpg
https://pbs.twimg.com/media/GoHDaLsWcAAuQ9f.jpg
https://video.twimg.com/amplify_video/1910022571581444096/vid/avc1/640x364/78DR8JABNI9EqkLz.mp4?tag=16"
"1909960083859243233","BNB Super Meetup 🇭🇰 活動精彩回顧 
這場活動從 BNBChain 2025的展望，聊到投資孵化機會MVB，聊到Meme Defi 和 AI，最後回到長期主義和行業價值回歸。即使市場低迷，BNBChain 依然決心扶持生態項目，正進行中的$100M流動性激勵就是最好的例子。

再次，衷心感謝所有參加 #BNBSuperMeetUpHK 的 BNB Builders！我們下次在不同城市見 ✨","https://x.com/cz_binance/status/1909960083859243233","zh","Retweet","BNB Chain 華語","BNBCHAINZH","164368","12","510","96","178","6","2025-04-09 06:22:23","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#BNBSuperMeetUpHK","","video","https://video.twimg.com/ext_tw_video/1909957217740333056/pu/vid/avc1/1280x720/Ev5maGnsuQRyClrY.mp4?tag=12"
"1909912562705265061","World Liberty Financial stablecoin USD1 is approaching $100M MCap.

Since launch, it has minted 77,994,460 USD1.

On the @BNBChain alone, 73.49M USD1 has been minted which represents 94.2% of USD1 total MCap.

Just recently, @worldlibertyfi also announced USD1 airdrop on BNB Chain for all WLFI holders.

BNB Chain keeps on winning 🤩","https://x.com/cz_binance/status/1909912562705265061","en","Retweet","Elja","Eljaboom","221546","25","669","125","131","13","2025-04-09 03:13:34","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/GoFfWfAa8AECW5F.jpg"
"1909831431150588296","Which other language should Giggle Academy add? 🤔","https://x.com/cz_binance/status/1909831431150588296","en","Retweet","Giggle Academy","GiggleAcademy","185568","10","579","80","358","4","2025-04-08 21:51:10","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1909795531418689614","Good morning from beautiful Abu Dhabi — a city that embodies a bright future Web3 isn’t just reshaping the internet ; it’s laying the foundation for a new generation of digital economy, built at the heart of innovation and progress .

#ABONHYAN ..GM 🇦🇪♥️ | #G42 
#Binance  | #MGX  | #BNB","https://x.com/cz_binance/status/1909795531418689614","en","Retweet","ABONHYAN","ABONHYANUAE","407524","21","552","159","143","7","2025-04-08 19:28:31","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#ABONHYAN, #G42, #Binance, #MGX","","video","https://video.twimg.com/amplify_video/1909795450959339520/vid/avc1/720x1280/rkAa2mQutM490GYu.mp4?tag=16"
"1909653827651080222","Amazing Event 🫡❤️#binancemeetupcolombo 🇱🇰
Happy Time With  My Brothers😍🇱🇰❤️ https://t.co/yvrS70t3vf","https://x.com/cz_binance/status/1909653827651080222","en","Retweet","Shark Boy 🔶","SharkkBoooooy","156000","8","372","70","74","1","2025-04-08 10:05:26","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#binancemeetupcolombo","","photo","https://pbs.twimg.com/media/GoB0BEHbQAAPNEL.jpg
https://pbs.twimg.com/media/GoB0BELbwAQmzBH.jpg
https://pbs.twimg.com/media/GoB0BEMawAA0oxa.jpg
https://pbs.twimg.com/media/GoB0BELbwAMdcAH.jpg"
"1909666580658614491","Crypto doesn't have borders.","https://x.com/cz_binance/status/1909666580658614491","en","Tweet","CZ 🔶 BNB","cz_binance","998398","175","13527","1576","2532","215","2025-04-08 10:56:07","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1909639436331065829","😂 连这都能被黑。","https://x.com/cz_binance/status/1909639436331065829","zh","Tweet","CZ 🔶 BNB","cz_binance","472584","16","693","77","558","9","2025-04-08 09:08:15","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1909227442616795383","@Feng_btc @BNBCHAIN @cz_binance 他低头是看别人的手势  礼貌做回应的 https://t.co/BP6zhOZsSR","https://x.com/cz_binance/status/1909227442616795383","zh","Quoted","web3初见","web3chujian","480954","1","18","2","24","3","2025-04-07 05:51:08","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","animated_gif","https://video.twimg.com/tweet_video/Gn7wO5aacAA4DKb.mp4"
"1909109163356979239","$BNB is acting like a store of value.

Incredible strength 💪 

When you build a utility, it outperforms. https://t.co/K6TqDILgOO","https://x.com/cz_binance/status/1909109163356979239","en","Retweet","Elja","Eljaboom","198153","14","688","106","161","6","2025-04-06 22:01:08","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/Gn6Eqh3W4AA4kvZ.jpg"
"1909598213012652266","Binance lights up Islamabad with the Cricket Cruiser! Spot it, snap it, and share using #SpotTheCruiser for a chance to win exclusive Islamabad United jerseys & join the thrilling HODLer game. A celebration of innovation, fandom & national pride!  
#Binance #IslamabadUnited #BeyondTheBoundary #HODL","https://x.com/cz_binance/status/1909598213012652266","en","Retweet","Real Jassia 😎","RealJassia","143337","17","526","86","89","3","2025-04-08 06:24:27","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#SpotTheCruiser, #Binance, #IslamabadUnited","","photo","https://pbs.twimg.com/media/GoBBdDIXAAAhlTM.jpg"
"1909574798570655749",".@GiggleAcademy Creator v1.10.0 released:

Easier searching in libraries
Storybook creation optimized
AI image gen improved
Color selector for all layers
Following authors, with notifications

Please give it a try at https://t.co/Gq9YYjWAHb","https://x.com/cz_binance/status/1909574798570655749","en","Tweet","CZ 🔶 BNB","cz_binance","201454","38","957","105","361","17","2025-04-08 04:51:24","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://creator.giggleacademy.com/","",""
"1909567850550829455","Just spotted a #Binance truck on the road.

Crypto adoption is real in Pakistan! 🇵🇰 https://t.co/5lZFUvKmcU","https://x.com/cz_binance/status/1909567850550829455","en","Retweet","Umair Nauman","UmairNauman_","163317","36","1445","125","135","10","2025-04-08 04:23:48","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Binance","","video","https://video.twimg.com/ext_tw_video/1909566596038774784/pu/vid/avc1/1280x720/n7_HDZqK6p4k_71p.mp4?tag=12"
"1909573813618033089",".@GiggleAcademy 1.10.1 released:
LEVEL-1 challenge levels
Level Selection feature
Animal cards can be collected
Completion page animations
Skipping levels
Storybooks support following authors

iOS: https://t.co/5onPruZb7x
Android: https://t.co/pcFbeLOTWc","https://x.com/cz_binance/status/1909573813618033089","en","Tweet","CZ 🔶 BNB","cz_binance","163663","37","733","98","278","8","2025-04-08 04:47:29","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://apps.apple.com/cn/app/giggle-academy-play-learn/id6739128662
https://play.google.com/store/apps/details?id=com.giggleacademy.app","",""
"1909295624589394126","ICYMI: The applications on @BNBCHAIN generated ~$170.2 million in fees during Q1 ‘25.

The 3 biggest contributors to BNB Chain's GDP in Q1 '25 were: @PancakeSwap, @VenusProtocol, and @ThenaFi_. https://t.co/wPIRS8UVWW","https://x.com/cz_binance/status/1909295624589394126","en","Retweet","Token Terminal 📊","tokenterminal","158483","15","397","56","73","17","2025-04-07 10:22:04","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Gn8t8k3WQAA6OvZ.jpg"
"1909470464843407839","Trump’s World Liberty (@worldlibertyfi) deployed  stablecoin, $USD1, on @BNBChain
proposes to airdrop $USD1 stablecoin to WLFI holders.","https://x.com/cz_binance/status/1909470464843407839","en","Retweet","Errands Gotham","Fitny4","299846","20","793","453","101","14","2025-04-07 21:56:49","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1909458834545909760","Did you know that Pakistan is the 5th most populous country in the world? With an average age of 24, plus 100% internet coverage, it's an active crypto market.

There are ~20 million kids not in school. @GiggleAcademy could help them learn and get jobs.","https://x.com/cz_binance/status/1909458834545909760","en","Tweet","CZ 🔶 BNB","cz_binance","719786","207","7241","1118","1077","89","2025-04-07 21:10:36","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1909261002081763548","CZ joins pakistan crypto council as advisor. pakistan is bullish on bitcoin 🟧

@cz_binance @Bilalbinsaqib 
https://t.co/A7fV1kzyIq","https://x.com/cz_binance/status/1909261002081763548","en","Quoted","muneeb.btc","muneeb","678992","24","673","120","62","13","2025-04-07 08:04:29","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/ext_tw_video/1909259665692598272/pu/vid/avc1/640x352/5WkzF_ziHgXJf-N2.mp4?tag=12"
"1909116446451605537",".@BNBChain isn’t just alive. It’s absolutely 𝙘𝙤𝙤𝙠𝙞𝙣𝙜.

In the last 180 days:

🔶 Active addresses spiked past 2.8M
🔶 Transactions hit 7.7M+ in a day
🔶 Daily contract deployments went vertical https://t.co/0LsVvSuhp1","https://x.com/cz_binance/status/1909116446451605537","en","Retweet","Nansen 🧭","nansen_ai","221954","15","536","132","118","12","2025-04-06 22:30:05","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","photo","https://pbs.twimg.com/media/Gn6LSh8bMAAusJT.jpg"
"1909313043470917724","Honored to help Pakistan 🇵🇰 adopt crypto!

https://t.co/31EwW1HlsR","https://x.com/cz_binance/status/1909313043470917724","en","Tweet","CZ 🔶 BNB","cz_binance","695118","276","13515","1700","1295","164","2025-04-07 11:31:17","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://www.geo.tv/latest/598888-binance-founder-appointed-pakistan-crypto-councils-strategic-adviser","",""
"1908943109825896626","It's Sunday. A new idea for builders👇

https://t.co/BySDgCbIWZ","https://x.com/cz_binance/status/1908943109825896626","en","Tweet","CZ 🔶 BNB","cz_binance","698344","139","1719","248","866","54","2025-04-06 11:01:18","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://app.binance.com/uni-qr/cpos/22564468293345?l=en&r=10033515&uc=web_square_share_link&uco=dxCeCLOM7uOFJKX8EnS3Kw&us=twitter","",""
"1908832933965959447","Was a pleasure to have @VitalikButerin drop by our @BNBCHAIN Most Valuable Builder Season 9.

Builders are still building. We are still here.💪","https://x.com/cz_binance/status/1908832933965959447","en","Tweet","CZ 🔶 BNB","cz_binance","761659","116","5799","1085","1298","67","2025-04-06 03:43:30","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1908812241538867227","Looked who stopped by at #MVB9 👀

Great to see @cz_binance &amp; @VitalikButerin #InsideMVB and thanks for coming! https://t.co/gzrWtBIQyb","https://x.com/cz_binance/status/1908812241538867227","en","Quoted","BNB Chain","BNBCHAIN","923517","74","1906","386","335","63","2025-04-06 02:21:17","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#MVB9, #InsideMVB","","photo","https://pbs.twimg.com/media/Gn12apNXEAEvCMv.jpg
https://pbs.twimg.com/media/Gn12bwFWsAAj-uW.jpg
https://pbs.twimg.com/media/Gn12dQ5WoAAEisj.jpg"
"1908685994423181588","今天我们很高兴为大家带来《Hash Global BNB估值报告》——这是Hash Global BNB价值分析系列的第五篇🎉

自2019年起，Hash Global 便前瞻性地看好BNB作为跨周期持有的价值投资标的，并率先构建了基于货币方程式的估值模型。此后三年，我们看到币安生态高速扩张，推动BNB快速实现了我们当初的价格预测。

近年，币安经历了内部调整与阶段性蛰伏。但自2025年起，我们观察到币安已显著转变“守势”状态：在美国政策态度转向与行业迈入关键发展期的背景下，币安创始人及团队在链上技术、交易所运营、产品功能与玩法模式等方面持续发力、不断创新。

我们认为，币安生态近期的高速发展正为BNB带来全新的价值重估契机。基于对生态现状的最新理解（搭配《超越比特币，BNB 何以成为加密市场的隐形赢家？》https://t.co/p8Bh0w8cVY一起食用更佳），我们在本期报告中对BNB的合理估值已上调至2000美元以上，较当前价格仍有近三倍上行空间，市值有望突破3000亿美元，甚至超越以太坊。

Let’s dive in⬇️🧵.

共创感谢 🎉 @ARSHenry1 @longwinsk @Walter_JCHuang @HashGlobal_R","https://x.com/cz_binance/status/1908685994423181588","zh","Retweet","Jessica Feng","Jf4172","364040","248","493","126","145","40","2025-04-05 17:59:37","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/Gnvx6-1WEAAh2QP.jpg"
"1907869466681278957","$BNB has held up really well despite crypto market weakness.

$BTC, $ETH, $SOL and every other coin have made a new low after February capitulation event.

But, #BNB is still up 18% from that level.

And this is not due to speculation.

$BNB acts as a fuel for Binance and BNB Chain.

Since February, BNB Chain has seen TVL growth, DAUs increase and DEX volume rise.

On the other hand, Binance is still facilitating 44% of global crypto trading volume.

As I always say, bet on utility.","https://x.com/cz_binance/status/1907869466681278957","en","Retweet","Elja","Eljaboom","249655","17","662","253","228","7","2025-04-03 11:55:02","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BNB","","photo","https://pbs.twimg.com/media/GnodKkbW8AANvPL.jpg
https://pbs.twimg.com/media/GnodKkcW0AA7oBx.jpg"
"1908369860569997495","More and more stable coins building on #BNB (USDe)

VanEck filed for #BNB ETF 

Being in no.1 on DEX volume. 

#ETH and $SOL dumped but not #BNB 

Trumps world liberty launched USD1 on BNB chain. 

Are you connecting the dots ?","https://x.com/cz_binance/status/1908369860569997495","en","Retweet","Crypto 🔶 ₿N","Crypto_bn","236356","27","1275","695","276","13","2025-04-04 21:03:25","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BNB, #BNB, #ETH, #BNB","","",""
"1908336070216888443","More stablecoins on @BNBChain.","https://x.com/cz_binance/status/1908336070216888443","en","Tweet","CZ 🔶 BNB","cz_binance","478771","46","2169","303","701","29","2025-04-04 18:49:08","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1908168980986253699","USDe has officially launched on @bnbchain 🔶

USDe and sUSDe go live on @PancakeSwap, @VenusProtocol, and @pendle_fi BNB deployment

Users can swap, lend, and save with Ethena assets on BNB Chain https://t.co/7lNteUrTxs","https://x.com/cz_binance/status/1908168980986253699","en","Quoted","Ethena Labs","ethena_labs","585865","35","897","151","76","28","2025-04-04 07:45:11","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","photo","https://pbs.twimg.com/media/GnstkzyaEAAgqkd.jpg"
